ID number,Word,Part of Speech,CEFR,Points
361.0,addition,Noun,“A1”,6.0
362.0,head,Noun,“A1”,6.0
363.0,right,Adjective,“A1”,6.0
364.0,perhaps,Adverb,“A1”,6.0
365.0,user,Noun,“A1”,6.0
366.0,difficult,Adjective,“A1”,6.0
367.0,nothing,Noun,“A1”,6.0
368.0,stand,Verb,“A1”,6.0
369.0,fall,Verb,“A1”,6.0
,France,Noun,“A1”,6.0
370.0,space,Noun,“A1”,6.0
371.0,sure,Adjective,“A1”,6.0
372.0,game,Noun,“A1”,6.0
373.0,explain,Verb,“A1”,6.0
374.0,ground,Noun,“A1”,6.0
375.0,above,Preposition,“A1”,6.0
376.0,serve,Verb,“A1”,6.0
377.0,likely,Adjective,“A1”,6.0
378.0,draw,Verb,“A1”,6.0
379.0,care,Noun,“A1”,6.0
380.0,actually,Adverb,“A1”,6.0
381.0,America,Noun,“A1”,6.0
382.0,usually,Adverb,“A1”,6.0
383.0,anything,Pronoun,“A1”,6.0
384.0,place,Verb,“A1”,6.0
385.0,million,Number,“A1”,6.0
386.0,American,Adjective,“A1”,6.0
387.0,certain,Adjective,“A1”,6.0
388.0,remember,Verb,“A1”,6.0
389.0,response,Noun,“A1”,6.0
390.0,less,Pronoun,“A1”,6.0
391.0,United States,Noun,“A1”,6.0
392.0,road,Noun,“A1”,6.0
393.0,little,Determiner,“A1”,6.0
394.0,choice,Noun,“A1”,6.0
395.0,amount,Noun,“A1”,6.0
396.0,Christ,Noun,“A1”,6.0
397.0,American,Noun,“A1”,6.0
398.0,among,Preposition,“A1”,6.0
399.0,stop,Verb,“A1”,6.0
400.0,long,Adverb,“A1”,6.0
401.0,maintain,Verb,“A1”,6.0
402.0,talk,Verb,“A1”,6.0
403.0,music,Noun,“A1”,6.0
404.0,sell,Verb,“A1”,6.0
405.0,six,Number,“A1”,6.0
406.0,French,Adjective,“A1”,6.0
407.0,food,Noun,“A1”,6.0
408.0,size,Noun,“A1”,6.0
409.0,city,Noun,“A1”,6.0
410.0,news,Noun,“A1”,6.0
411.0,mind,Noun,“A1”,6.0
412.0,anyone,Pronoun,“A1”,6.0
413.0,per,Preposition,“A1”,6.0
414.0,situation,Noun,“A1”,6.0
415.0,third,Number,“A1”,6.0
416.0,sense,Noun,“A1”,6.0
417.0,Christmas,Noun,“A1”,6.0
418.0,significant,Adjective,“A1”,6.0
419.0,someone,Pronoun,“A1”,6.0
420.0,break,Verb,“A1”,6.0
421.0,story,Noun,“A1”,6.0
422.0,difference,Noun,“A1”,6.0
423.0,few,Pronoun,“A1”,6.0
424.0,ago,Adverb,“A1”,6.0
425.0,picture,Noun,“A1”,6.0
426.0,chance,Noun,“A1”,6.0
427.0,step,Noun,“A1”,6.0
428.0,town,Noun,“A1”,6.0
429.0,everyone,Pronoun,“A1”,6.0
430.0,bear,Verb,“A1”,6.0
431.0,forward,Adverb,“A1”,6.0
432.0,1,Adjective,“A1”,6.0
433.0,end,Verb,“A1”,6.0
434.0,face,Verb,“A1”,6.0
435.0,computer,Noun,“A1”,6.0
436.0,drive,Verb,“A1”,6.0
437.0,whose,Determiner,“A1”,6.0
438.0,Christian,Noun,“A1”,6.0
439.0,check,Verb,“A1”,6.0
440.0,die,Verb,“A1”,6.0
441.0,help,Noun,“A1”,6.0
442.0,light,Noun,“A1”,6.0
443.0,sit,Verb,“A1”,6.0
444.0,save,Verb,“A1”,6.0
445.0,sometimes,Adverb,“A1”,6.0
446.0,German,Adjective,“A1”,6.0
447.0,content,Noun,“A1”,6.0
448.0,past,Adjective,“A1”,6.0
449.0,focus,Verb,“A1”,6.0
450.0,behind,Preposition,“A1”,6.0
451.0,promote,Verb,“A1”,6.0
452.0,relevant,Adjective,“A1”,6.0
453.0,heart,Noun,“A1”,6.0
454.0,walk,Verb,“A1”,6.0
455.0,language,Noun,“A1”,6.0
456.0,Germany,Noun,“A1”,6.0
457.0,early,Adverb,“A1”,6.0
458.0,piece,Noun,“A1”,6.0
459.0,up,Adjective,“A1”,6.0
460.0,until,Conjunction,“A1”,6.0
461.0,copy,Noun,“A1”,6.0
462.0,close,Adjective,“A1”,6.0
463.0,impact,Noun,“A1”,6.0
464.0,eye,Noun,“A1”,6.0
465.0,solution,Noun,“A1”,6.0
466.0,interested,Adjective,“A1”,6.0
467.0,obtain,Verb,“A1”,6.0
468.0,post,Verb,“A1”,6.0
469.0,letter,Noun,“A1”,6.0
470.0,sale,Noun,“A1”,6.0
471.0,instead,Adverb,“A1”,6.0
472.0,moment,Noun,“A1”,6.0
473.0,rest,Noun,“A1”,6.0
474.0,top,Noun,“A1”,6.0
475.0,thus,Adverb,“A1”,6.0
476.0,organise,Verb,“A1”,6.0
477.0,degree,Noun,“A1”,6.0
478.0,despite,Preposition,“A1”,6.0
479.0,everything,Pronoun,“A1”,6.0
480.0,stay,Verb,“A1”,6.0
481.0,media,Noun,“A1”,6.0
482.0,show,Noun,“A1”,6.0
483.0,off,Preposition,“A1”,6.0
484.0,least,Adverb,“A1”,6.0
485.0,land,Noun,“A1”,6.0
486.0,interesting,Adjective,“A1”,6.0
487.0,love,Verb,“A1”,6.0
488.0,else,Adverb,“A1”,6.0
489.0,start,Noun,“A1”,6.0
490.0,parent,Noun,“A1”,6.0
491.0,poor,Adjective,“A1”,6.0
492.0,charge,Noun,“A1”,6.0
493.0,wait,Verb,“A1”,6.0
494.0,near,Preposition,“A1”,6.0
495.0,location,Noun,“A1”,6.0
496.0,analysis,Noun,“A1”,6.0
497.0,unit,Noun,“A1”,6.0
498.0,operation,Noun,“A1”,6.0
499.0,compare,Verb,“A1”,6.0
500.0,arrive,Verb,“A1”,6.0
501.0,around,Adverb,“A1”,6.0
502.0,colour,Noun,“A1”,6.0
503.0,teach,Verb,“A1”,6.0
504.0,watch,Verb,“A1”,6.0
505.0,test,Noun,“A1”,6.0
506.0,himself,Pronoun,“A1”,6.0
507.0,society,Noun,“A1”,6.0
508.0,depend,Verb,“A1”,6.0
509.0,reflect,Verb,“A1”,6.0
510.0,couple,Noun,“A1”,6.0
511.0,table,Noun,“A1”,6.0
512.0,directly,Adverb,“A1”,6.0
513.0,film,Noun,“A1”,6.0
514.0,club,Noun,“A1”,6.0
515.0,happy,Adjective,“A1”,6.0
516.0,certainly,Adverb,“A1”,6.0
517.0,author,Noun,“A1”,6.0
518.0,outside,Preposition,“A1”,6.0
519.0,post,Noun,“A1”,6.0
520.0,player,Noun,“A1”,6.0
521.0,least,Pronoun,“A1”,6.0
522.0,close,Verb,“A1”,6.0
523.0,natural,Adjective,“A1”,6.0
524.0,indeed,Adverb,“A1”,6.0
525.0,means,Noun,“A1”,6.0
526.0,right,Adverb,“A1”,6.0
527.0,central,Adjective,“A1”,6.0
528.0,look,Noun,“A1”,6.0
529.0,lie,Verb,“A1”,6.0
530.0,manager,Noun,“A1”,6.0
531.0,deal,Noun,“A1”,6.0
532.0,cut,Verb,“A1”,6.0
533.0,morning,Noun,“A1”,6.0
534.0,explore,Verb,“A1”,6.0
535.0,war,Noun,“A1”,6.0
536.0,call,Noun,“A1”,6.0
537.0,summer,Noun,“A1”,6.0
538.0,Christian,Adjective,“A1”,6.0
539.0,what,Determiner,“A1”,6.0
540.0,foot,Noun,“A1”,6.0
541.0,mention,Verb,“A1”,6.0
542.0,evening,Noun,“A1”,6.0
543.0,longer,Adverb,“A1”,6.0
544.0,either,Adverb,“A1”,6.0
545.0,miss,Verb,“A1”,6.0
546.0,provision,Noun,“A1”,6.0
547.0,fill,Verb,“A1”,6.0
548.0,Australia,Noun,“A1”,6.0
549.0,sound,Noun,“A1”,6.0
550.0,essential,Adjective,“A1”,6.0
551.0,card,Noun,“A1”,6.0
552.0,answer,Noun,“A1”,6.0
553.0,quickly,Adverb,“A1”,6.0
554.0,record,Verb,“A1”,6.0
555.0,easily,Adverb,“A1”,6.0
556.0,air,Noun,“A1”,6.0
557.0,propose,Verb,“A1”,6.0
558.0,former,Adjective,“A1”,6.0
559.0,serious,Adjective,“A1”,6.0
560.0,teacher,Noun,“A1”,6.0
561.0,shop,Noun,“A1”,6.0
562.0,ten,Number,“A1”,6.0
563.0,front,Noun,“A1”,6.0
564.0,huge,Adjective,“A1”,6.0
565.0,treat,Verb,“A1”,6.0
566.0,software,Noun,“A1”,6.0
567.0,board,Noun,“A1”,6.0
568.0,communication,Noun,“A1”,6.0
569.0,technique,Noun,“A1”,6.0
570.0,face,Noun,“A1”,6.0
571.0,challenge,Noun,“A1”,6.0
572.0,client,Noun,“A1”,6.0
573.0,door,Noun,“A1”,6.0
574.0,contribute,Verb,“A1”,6.0
575.0,potential,Adjective,“A1”,6.0
576.0,mile,Noun,“A1”,6.0
577.0,box,Noun,“A1”,6.0
578.0,associate,Verb,“A1”,6.0
579.0,Irish,Adjective,“A1”,6.0
580.0,either,Conjunction,“A1”,6.0
581.0,China,Noun,“A1”,6.0
582.0,because,Preposition,“A1”,6.0
583.0,video,Noun,“A1”,6.0
584.0,fine,Adjective,“A1”,6.0
585.0,extra,Adjective,“A1”,6.0
586.0,assessment,Noun,“A1”,6.0
587.0,entry,Noun,“A1”,6.0
588.0,season,Noun,“A1”,6.0
589.0,pressure,Noun,“A1”,6.0
590.0,principle,Noun,“A1”,6.0
591.0,safe,Adjective,“A1”,6.0
592.0,wrong,Adjective,“A1”,6.0
593.0,define,Verb,“A1”,6.0
594.0,finish,Verb,“A1”,6.0
595.0,normal,Adjective,“A1”,6.0
596.0,sort,Noun,“A1”,6.0
597.0,progress,Noun,“A1”,6.0
598.0,demonstrate,Verb,“A1”,6.0
599.0,half,Noun,“A1”,6.0
600.0,unless,Conjunction,“A1”,6.0
601.0,fit,Verb,“A1”,6.0
602.0,more,Determiner,“A1”,6.0
603.0,task,Noun,“A1”,6.0
604.0,window,Noun,“A1”,6.0
605.0,pick,Verb,“A1”,6.0
606.0,whom,Pronoun,“A1”,6.0
607.0,little,Adjective,“A1”,6.0
608.0,onto,Preposition,“A1”,6.0
609.0,United Kingdom,Noun,“A1”,6.0
610.0,sign,Noun,“A1”,6.0
611.0,church,Noun,“A1”,6.0
612.0,animal,Noun,“A1”,6.0
613.0,white,Adjective,“A1”,6.0
614.0,phone,Noun,“A1”,6.0
615.0,wall,Noun,“A1”,6.0
616.0,economic,Adjective,“A1”,6.0
617.0,sign,Verb,“A1”,6.0
618.0,thousand,Number,“A1”,6.0
619.0,officer,Noun,“A1”,6.0
620.0,partnership,Noun,“A1”,6.0
621.0,street,Noun,“A1”,6.0
622.0,machine,Noun,“A1”,6.0
623.0,collect,Verb,“A1”,6.0
624.0,growth,Noun,“A1”,6.0
625.0,importance,Noun,“A1”,6.0
626.0,improvement,Noun,“A1”,6.0
627.0,detailed,Adjective,“A1”,6.0
628.0,station,Noun,“A1”,6.0
629.0,fun,Noun,“A1”,6.0
630.0,love,Noun,“A1”,6.0
631.0,enough,Adverb,“A1”,6.0
632.0,invite,Verb,“A1”,6.0
633.0,locate,Verb,“A1”,6.0
634.0,nearly,Adverb,“A1”,6.0
635.0,yourself,Pronoun,“A1”,6.0
636.0,back,Noun,“A1”,6.0
637.0,whatever,Determiner,“A1”,6.0
638.0,black,Adjective,“A1”,6.0
639.0,listen,Verb,“A1”,6.0
640.0,ready,Adjective,“A1”,6.0
641.0,thank,Verb,“A1”,6.0
642.0,forget,Verb,“A1”,6.0
643.0,seven,Number,“A1”,6.0
644.0,myself,Pronoun,“A1”,6.0
645.0,nice,Adjective,“A1”,6.0
646.0,exactly,Adverb,“A1”,6.0
647.0,girl,Noun,“A1”,6.0
648.0,mother,Noun,“A1”,6.0
649.0,boy,Noun,“A1”,6.0
650.0,wear,Verb,“A1”,6.0
651.0,maybe,Adverb,“A1”,6.0
652.0,bed,Noun,“A1”,6.0
653.0,eight,Number,“A1”,6.0
654.0,weekend,Noun,“A1”,6.0
655.0,father,Noun,“A1”,6.0
656.0,hot,Adjective,“A1”,6.0
657.0,little,Pronoun,“A1”,6.0
658.0,pull,Verb,“A1”,6.0
659.0,red,Adjective,“A1”,6.0
660.0,pretty,Adverb,“A1”,6.0
661.0,park,Noun,“A1”,6.0
662.0,doctor,Noun,“A1”,6.0
663.0,chair,Noun,“A1”,6.0
664.0,green,Adjective,“A1”,6.0
665.0,bus,Noun,“A1”,6.0
666.0,stuff,Noun,“A1”,6.0
667.0,glass,Noun,“A1”,6.0
668.0,brother,Noun,“A1”,6.0
669.0,worry,Verb,“A1”,6.0
670.0,trouble,Noun,“A1”,6.0
671.0,dead,Adjective,“A1”,6.0
672.0,drink,Noun,“A1”,6.0
673.0,expensive,Adjective,“A1”,6.0
674.0,ball,Noun,“A1”,6.0
675.0,walk,Noun,“A1”,6.0
676.0,blue,Adjective,“A1”,6.0
677.0,bird,Noun,“A1”,6.0
678.0,nine,Number,“A1”,6.0
679.0,meal,Noun,“A1”,6.0
680.0,round,Noun,“A1”,6.0
681.0,leg,Noun,“A1”,6.0
682.0,football,Noun,“A1”,6.0
683.0,sing,Verb,“A1”,6.0
684.0,quiet,Adjective,“A1”,6.0
685.0,sun,Noun,“A1”,6.0
686.0,clean,Adjective,“A1”,6.0
687.0,middle,Noun,“A1”,6.0
688.0,fish,Noun,“A1”,6.0
689.0,horse,Noun,“A1”,6.0
690.0,dry,Adjective,“A1”,6.0
691.0,bag,Noun,“A1”,6.0
692.0,lunch,Noun,“A1”,6.0
693.0,down,Preposition,“A1”,6.0
694.0,lovely,Adjective,“A1”,6.0
